SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,avg_charge_per_month,num_services,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4+yr
1,1,0,-0.22327464034736777,1,1,0.695859944517578,-0.03565980673634629,0.3071440561408982,0.12188174421365756,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,1.0386031396490458,1,1,-1.3150620447055927,-0.36308678716859677,-0.6143859720681182,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
0,1,1,1.6084834273893616,1,1,1.326347036848275,2.384665504670697,0.7592076229244198,1.546532671391555,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
0,0,0,-0.1825689055087738,0,1,-0.9682941439237093,-0.5883012284863612,-0.4758561544561084,-0.3530018981789749,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1,0.30589991255435406,1,1,0.667653943018573,0.462911708690864,0.35051913370018223,0.12188174421365756,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,0,-1.2816237461508113,1,0,-1.4743429943470319,-1.001410240740742,-0.8645211425994058,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-1.1188008067964355,1,1,0.5000771105833088,-0.8292997796888584,0.12828191753023988,-0.3530018981789749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,-1.2816237461508113,1,1,0.14169497389007057,-0.9800281502988372,-0.45127747569074134,-0.8278855405716075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,-0.8338606629262776,1,1,1.3396204493183947,-0.4503274724007632,0.6268374581791705,1.0716490289989224,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,-1.1188008067964355,1,1,1.034331962505636,-0.811342336176047,0.2439675162746914,0.5967653866062901,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,1,0,1.5677776925507676,1,1,0.7024966507526377,1.644085606254205,0.3865945655824902,2.021416313784188,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.2002122764736234,1,1,0.39886734049864436,-0.9101302283614394,-0.06943014487164682,-0.8278855405716075,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,-0.10115743583158582,1,0,-1.5025489958460367,-0.7224551860741241,-0.6794278342840856,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,0,-0.30468611002455576,1,1,-1.4842980536996218,-0.787413713402252,-0.7069520047195265,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,1,1,0.7943687306174818,1,0,-1.3399496930870676,-0.42600369805822663,-0.6122617487048292,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
1,0,0,0.5501343215859179,1,1,1.495583045842304,1.1299056038617032,0.721743081187661,1.546532671391555,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
0,0,0,-0.9559778674420595,1,1,0.18483356441796028,-0.7478985565280951,-0.023778175098164007,-0.8278855405716075,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,-0.5489205190561197,1,1,0.7273842991341125,-0.32354967742950963,0.28899721632387654,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0,0,-0.8338606629262776,1,1,-0.5153389433808665,-0.7418615186723211,-0.23998861930417578,-0.3530018981789749,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0.5094285867473239,1,1,1.1206091435614158,0.9766746066496946,0.631250483815913,1.0716490289989224,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
0,1,1,0.14307697319997809,1,1,1.313073624378155,0.6074932771204181,0.6517223666963066,1.0716490289989224,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,0.22448844287716607,1,1,1.0011484313303363,0.610237385236679,0.5677653497362164,0.5967653866062901,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,1,-1.2816237461508113,1,0,-1.5174815848749215,-1.0019810152289244,-0.8755522877119575,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,1,0,-0.9152721326034655,1,1,1.113972437326356,-0.5547792037381181,0.5625850432901394,0.5967653866062901,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,1,1,-0.7931549280876836,1,0,-0.6679831867872458,-0.7648900739839826,-0.3606038872930643,-0.8278855405716075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-0.5896262538947137,1,1,0.5664441729339085,-0.384556689070222,0.23475256509430079,1.0716490289989224,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False
0,1,0,0.18378270803857208,0,0,-0.6480730680820658,-0.3109487329596397,-0.3269872860217894,0.12188174421365756,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
0,0,1,-1.1188008067964355,1,0,-1.4793205240233267,-0.956845924932665,-0.6933969684175154,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,-0.8745663977648716,1,0,0.33250027814804467,-0.6523596883523557,0.11484654848290128,-0.3530018981789749,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,1.2828375486806096,1,1,1.135541732590301,1.6990994857690038,0.5727783198228671,1.0716490289989224,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,0,0,-1.2816237461508113,1,0,-0.3112602266527725,-0.9860212824247508,-0.5671044993725334,-0.3530018981789749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,0.18378270803857208,1,1,0.9148712502745568,0.5146107056012194,0.5127642182345188,0.12188174421365756,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,1,1,0.631545791263106,1,1,1.3379612727596297,1.1837779344001371,0.6923942441257956,1.0716490289989224,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1,1,0,-0.5082147842175256,1,1,0.9828974891839214,-0.17635571807327502,0.49671408286447316,0.12188174421365756,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,0,0,-0.2639803751859618,1,1,0.15165003324266044,-0.22008582501400878,0.09295711095899181,0.5967653866062901,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,0,-0.10115743583158582,1,0,-1.5108448786398618,-0.756416268120969,-0.7217731977806549,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,0,0,1.4863662228735797,1,1,0.06537285218688103,0.9995494919068453,0.07140484844442428,0.5967653866062901,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0,1,1,1.2421318138420157,1,1,0.8120023036311275,1.4472781721559735,0.4458648729159957,2.021416313784188,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,-1.1188008067964355,1,0,-1.5125040551986266,-0.9550677428733279,-0.6819415484929425,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,1,0,0.26519417771576004,1,1,-1.4760021709057967,-0.6635556494667001,-0.7032967140313438,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
0,0,1,-1.1595065416350294,1,1,1.2201597370873154,-0.850352577156812,0.19888124625057016,0.5967653866062901,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,1,0,1.1200146093262338,1,0,1.2019087949409006,1.6535253381741426,0.6495556890342081,0.5967653866062901,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,1,1,-0.5489205190561197,1,0,1.273253386967795,-0.1267202904663479,0.669402012782099,1.0716490289989224,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,1,0,-0.8745663977648716,1,1,1.2301147964399053,-0.5075366384085704,0.5813367043002283,0.5967653866062901,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1,0,0,-0.06045170099299184,1,1,1.1620885575305409,0.3887110252271693,0.651545346631156,0.5967653866062901,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,-0.10115743583158582,1,1,0.642766294637098,0.06027421300813474,0.2965410962072988,0.5967653866062901,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0.8350744654560759,1,0,-1.3382905165283026,-0.4488566304504474,-0.6365127158428189,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,0,-1.1188008067964355,1,1,0.8103431270723621,-0.8076981605976526,0.2674440558731988,0.5967653866062901,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,0.7536629957788878,1,1,0.4868036981131887,0.7347101293902735,0.258730103964763,-0.3530018981789749,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,1.5677776925507676,1,0,0.8086839505135972,1.794572495349953,0.46738356103819667,2.021416313784188,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,0,1,1.1607203441648277,1,1,-1.3250171040581826,-0.3525494120021549,-0.6283369351461761,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,0,0,-0.9966836022806536,1,1,0.31756768911915967,-0.74410071089519,0.10527679438953395,-0.3530018981789749,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,-0.9152721326034655,1,1,-0.3311703453579522,-0.7606531710524758,-0.1608420816434906,0.12188174421365756,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,-0.8338606629262776,0,1,-0.5004063543519814,-0.7394467035300115,-0.23280858402381666,0.12188174421365756,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,1,0,1.3642490183577978,1,0,-0.03583691789778363,0.8619928402549192,0.04174252079767375,0.12188174421365756,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,-0.3453918448631497,1,0,-0.14866092389380306,-0.37783911240161533,-0.06043551885679702,0.5967653866062901,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,-1.1595065416350294,1,0,-0.2797358720362375,-0.9071885444608078,-0.24049774907860125,0.12188174421365756,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.1595065416350294,1,1,0.7970697146022425,-0.8544577628987383,0.16714549031138312,0.12188174421365756,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,1,0.1023712383613841,1,0,-0.30960105009400735,-0.12507382559659136,-0.0878860991945697,0.12188174421365756,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.5094285867473239,1,1,0.689223238282518,0.6483914644851706,0.35539806907829247,0.5967653866062901,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1.3235432835192036,1,1,1.495583045842304,2.123865469301261,0.7971318734629588,1.546532671391555,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True
0,1,1,-0.7524491932490895,1,1,0.5299422886410788,-0.5042656615339874,0.2658035266000499,-0.3530018981789749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,1.1607203441648277,0,1,-0.4722003528529765,0.3457273156940585,-0.1930036054438907,0.5967653866062901,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0,1,1,1.4456604880349857,1,0,0.5116913464946635,1.3495879232170855,0.2835787965506431,0.12188174421365756,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
0,1,1,-0.38609757970174374,1,1,-0.2382564580671127,-0.4471662598508307,-0.1313389111924094,0.5967653866062901,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
0,0,0,0.9164859351332638,1,1,0.5515115839050234,0.9695179726824861,0.32814565933594836,0.12188174421365756,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,1.4863662228735797,1,0,-1.3432680462045974,-0.2560226649045615,-0.6219086829481882,-1.3027691829642398,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0,1,0,-1.0373893371192475,1,0,0.5415565245524336,-0.7557137764432061,0.19213527673943295,1.546532671391555,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,1,1,1.6084834273893616,1,0,0.4685527559667738,1.5056947457349357,0.29379559008832473,-0.3530018981789749,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,1.1607203441648277,1,1,-0.5053838840282764,0.2898133687171265,-0.22786257145092417,-0.3530018981789749,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,1.2828375486806096,1,0,0.5100321699358986,1.1926468918318922,0.2716084763358069,0.12188174421365756,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,1,0,-0.019745966154397852,1,1,0.9380997220972668,0.27646602683963345,0.4688588802709069,0.12188174421365756,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,-1.2816237461508113,1,1,0.4851445215544238,-0.9754839072583089,-0.36345258960234966,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.2002122764736234,1,1,0.5763992322864984,-0.9162770305418638,-0.12882861855461708,0.12188174421365756,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,-1.2002122764736234,1,0,-1.4842980536996218,-0.9881946160528295,-0.8237907606453692,-1.3027691829642398,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,1,0,1.6084834273893616,1,1,0.6460846477546283,1.6662799526985235,0.37882491200435736,1.546532671391555,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,0,1,-0.2639803751859618,0,1,-1.1657361544167435,-0.6650923500118062,-0.544115090113754,-0.8278855405716075,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0.26519417771576004,1,1,1.1786803231181906,0.6587532167321717,0.5744917373329527,1.0716490289989224,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,0,0,-1.2816237461508113,1,0,-1.5058673489635668,-1.0018273451744135,-0.872582364027809,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-1.2816237461508113,1,1,-1.5075265255223318,-1.0018492980393439,-0.8730066388398302,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,1,1,0.9571916699718578,1,0,0.7954105380434776,1.1708257440913856,0.44068216069744065,0.12188174421365756,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True
1,1,0,0.428017117070136,1,1,1.4142833944628193,0.9802309707683685,0.7102712483109788,1.0716490289989224,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False
0,0,1,-1.2816237461508113,1,0,-1.3117436915880627,-0.9992588599775934,-0.8229422110213266,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-0.1418631706701798,1,0,0.1981069768880804,-0.14783894652909185,0.07289991206773709,0.5967653866062901,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False
0,0,0,-1.2409180113122174,1,1,0.5664441729339085,-0.9293389851752657,0.006090771668129696,-0.3530018981789749,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,1.4456604880349857,1,0,0.4868036981131887,1.3874785680864161,0.30480483497234223,0.12188174421365756,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,1,1.4049547531963917,1,1,0.8169798333074222,1.787745154356696,0.5520825400556678,0.12188174421365756,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,-0.5489205190561197,1,1,-1.3283354571757127,-0.8050638168060421,-0.641607156363459,-1.3027691829642398,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
0,1,1,1.3642490183577978,0,1,-0.2714399892424126,0.6177891707726292,-0.09914204663289383,0.5967653866062901,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,-1.1595065416350294,0,1,-1.1906238027982183,-0.9535090894632918,-0.5985856904245076,-0.8278855405716075,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,-0.9559778674420595,1,0,-1.4992306427285067,-0.9179234954116203,-0.6809798589190278,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
1,1,0,0.8350744654560759,1,1,1.2915043291142099,1.3980378961177882,0.685496170651437,1.0716490289989224,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,0,0,-0.38609757970174374,1,1,-1.5075265255223318,-0.8039661735595378,-0.7059837878408114,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,1,0,0.7129572609402939,1,0,1.4474669256381192,1.4530078699027262,0.8285682925561602,1.546532671391555,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True
0,0,0,-1.2409180113122174,1,0,0.33250027814804467,-0.9437839702992631,-0.1800244458718438,-0.3530018981789749,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,1.0793088744876398,1,0,-1.4793205240233267,-0.4541253180336683,-0.6801030243075172,-1.3027691829642398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1,1,1.2421318138420157,1,0,0.6162194696968583,1.3758655025384001,0.40273468655646405,1.546532671391555,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,1,0,-0.30468611002455576,1,1,0.2030845065643751,-0.20355531772165308,0.16104898762787836,1.0716490289989224,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.7524491932490895,1,1,0.5150096996121938,-0.5397414912610083,0.17438644710321205,-0.3530018981789749,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1,0,1.3235432835192036,1,0,0.07035038186317573,0.8817284658270675,0.0696677094088846,0.5967653866062901,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,1,0,1.4863662228735797,0,0,-0.2780766954774726,0.7250289159561051,-0.08018248082201308,0.5967653866062901,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,1,1,-0.4675090493789317,1,1,0.3026351000902746,-0.3229789029413274,0.16932086298392846,-0.3530018981789749,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0.428017117070136,1,1,0.873391836305432,0.7518772697656018,0.5096664030998569,0.5967653866062901,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,1,0,1.5677776925507676,1,1,0.8982794846869069,1.8808692073901256,0.5137120134286246,1.0716490289989224,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
